Sensor_PK,ClimateFK,endDateTime,id,startDateTime,MeterFK,manufacturer,model,SpaceFK,PlugFK,RadiatorFK,BuildingFK
1474,,2015-04-28T13:36:00Z,Sensor1364,2014-09-09T15:55:00Z,,RWE,Interior motion detector,365.0,,,
1475,,2014-09-23T10:58:00Z,Sensor1367,2014-09-09T15:54:00Z,,RWE,Interior motion detector,365.0,,,
1476,,2014-08-12T17:00:00Z,Sensor228,2014-02-07T06:00:00Z,,Onset,Hobo U12,368.0,,,
1477,,2015-06-10T04:00:00Z,Sensor229,2014-08-12T17:00:00Z,,Onset,Hobo U12,368.0,,,
1478,,2014-08-12T17:00:00Z,Sensor242,2014-02-07T06:00:00Z,,Onset,Hobo pendant,369.0,,,
1479,,2015-07-10T07:45:00Z,Sensor243,2014-08-12T17:00:00Z,,Onset,Hobo pendant,369.0,,,
1480,,2014-08-12T17:00:00Z,Sensor232,2014-02-07T06:00:00Z,,Onset,Hobo pendant,370.0,,,
1481,,2015-07-10T08:00:00Z,Sensor233,2014-08-12T17:00:00Z,,Onset,Hobo pendant,370.0,,,
1482,,2014-08-12T17:00:00Z,Sensor230,2014-02-07T06:00:00Z,,Onset,Hobo U12,371.0,,,
1483,,2015-07-10T07:45:00Z,Sensor231,2014-08-12T17:00:00Z,,Onset,Hobo pendant,371.0,,,
1484,,2014-08-12T17:00:00Z,Sensor234,2014-02-07T06:00:00Z,,Onset,Hobo pendant,372.0,,,
1485,,2015-07-10T08:00:00Z,Sensor235,2014-08-12T17:00:00Z,,Onset,Hobo pendant,372.0,,,
1486,,2015-04-28T13:23:00Z,Sensor1368,2014-09-23T11:18:00Z,,RWE,Interior motion detector,375.0,,,
1487,,2014-07-27T22:30:01Z,Sensor842,2014-02-07T06:00:01Z,,Maxim,iButton,,,232.0,
1488,,2015-01-26T14:00:01Z,Sensor843,2014-08-12T18:00:01Z,,Maxim,iButton,,,232.0,
1489,,2015-07-13T14:00:01Z,Sensor844,2015-01-26T14:00:01Z,,Maxim,iButton,,,232.0,
1490,,2014-07-27T22:30:01Z,Sensor854,2014-02-07T06:00:01Z,,Maxim,iButton,,,233.0,
1491,,2014-07-27T22:30:01Z,Sensor851,2014-02-07T06:00:01Z,,Maxim,iButton,,,234.0,
1492,,2015-01-26T14:00:01Z,Sensor852,2014-08-12T18:00:01Z,,Maxim,iButton,,,234.0,
1493,,2015-07-13T13:30:01Z,Sensor853,2015-01-26T14:00:01Z,,Maxim,iButton,,,234.0,
1494,,2014-07-27T22:30:01Z,Sensor836,2014-02-07T06:00:01Z,,Maxim,iButton,,,235.0,
1495,,2015-01-26T14:00:01Z,Sensor837,2014-08-12T18:00:01Z,,Maxim,iButton,,,235.0,
1496,,2015-07-13T14:00:01Z,Sensor838,2015-01-26T14:00:01Z,,Maxim,iButton,,,235.0,
1497,,2014-07-27T22:30:01Z,Sensor839,2014-02-07T06:00:01Z,,Maxim,iButton,,,236.0,
1498,,2015-01-26T14:00:01Z,Sensor840,2014-08-12T18:00:01Z,,Maxim,iButton,,,236.0,
1499,,2015-07-13T14:00:01Z,Sensor841,2015-01-26T14:00:01Z,,Maxim,iButton,,,236.0,
1500,,2014-07-27T22:30:01Z,Sensor845,2014-02-07T06:00:01Z,,Maxim,iButton,,,237.0,
1501,,2015-01-26T14:00:01Z,Sensor846,2014-08-12T18:00:01Z,,Maxim,iButton,,,237.0,
1502,,2015-07-13T12:00:01Z,Sensor847,2015-01-26T14:00:01Z,,Maxim,iButton,,,237.0,
1503,,2014-07-27T22:30:01Z,Sensor824,2014-02-07T06:00:01Z,,Maxim,iButton,,,238.0,
1504,,2015-01-26T14:00:01Z,Sensor825,2014-08-12T18:00:01Z,,Maxim,iButton,,,238.0,
1505,,2015-07-13T14:00:01Z,Sensor826,2015-01-26T14:00:01Z,,Maxim,iButton,,,238.0,
1506,,2014-07-27T22:30:01Z,Sensor848,2014-02-07T06:00:01Z,,Maxim,iButton,,,239.0,
1507,,2015-01-26T14:00:01Z,Sensor849,2014-08-12T18:00:01Z,,Maxim,iButton,,,239.0,
1508,,2015-07-13T14:00:01Z,Sensor850,2015-01-26T14:00:01Z,,Maxim,iButton,,,239.0,
1509,,2014-07-27T22:30:01Z,Sensor830,2014-02-07T06:00:01Z,,Maxim,iButton,,,240.0,
1510,,2015-01-26T14:00:01Z,Sensor831,2014-08-12T18:00:01Z,,Maxim,iButton,,,240.0,
1511,,2015-07-13T14:00:01Z,Sensor832,2015-01-26T14:00:01Z,,Maxim,iButton,,,240.0,
1512,,2014-07-27T22:30:01Z,Sensor827,2014-02-07T06:00:01Z,,Maxim,iButton,,,241.0,
1513,,2015-01-26T14:00:01Z,Sensor828,2014-08-12T18:00:01Z,,Maxim,iButton,,,241.0,
1514,,2015-07-13T12:00:01Z,Sensor829,2015-01-26T14:00:01Z,,Maxim,iButton,,,241.0,
1515,,2014-07-27T22:30:01Z,Sensor833,2014-02-07T06:00:01Z,,Maxim,iButton,,,242.0,
1516,,2015-01-26T14:00:01Z,Sensor834,2014-08-12T18:00:01Z,,Maxim,iButton,,,242.0,
1517,,2015-07-13T14:00:01Z,Sensor835,2015-01-26T14:00:01Z,,Maxim,iButton,,,242.0,
1518,,2015-04-28T13:45:00Z,Sensor1290,2014-09-09T23:52:00Z,,RWE,Exterior motion detector,,,,18.0
1519,,2015-05-06T23:30:00Z,Sensor1246,2014-02-07T00:00:00Z,38.0,Smart Metering Solutions,Replacement gas meter,,,,
1520,,2015-07-10T12:00:00Z,Sensor1277,2014-03-07T16:30:00Z,39.0,CurrentCost,Mains clamp,,,,
1521,,2014-09-26T10:30:00Z,Sensor257,2014-02-08T06:00:00Z,,Onset,Hobo U12,376.0,,,
1522,,2015-07-10T10:00:00Z,Sensor258,2014-09-26T11:00:00Z,,Onset,Hobo U12,376.0,,,
1523,,2015-04-28T13:33:00Z,Sensor1372,2014-09-26T15:50:00Z,,RWE,Interior motion detector,376.0,,,
1524,,2014-09-26T10:45:00Z,Sensor259,2014-02-08T06:00:00Z,,Onset,Hobo pendant,377.0,,,
1525,,2015-07-10T10:30:00Z,Sensor260,2014-09-26T11:00:00Z,,Onset,Hobo pendant,377.0,,,
1526,,2014-12-06T18:30:00Z,Sensor256,2014-02-08T06:00:00Z,,Onset,Hobo U12,378.0,,,
1527,,2015-04-28T13:43:00Z,Sensor1371,2014-09-26T15:50:00Z,,RWE,Interior motion detector,378.0,,,
1528,,2014-09-26T10:45:00Z,Sensor254,2014-02-08T06:00:00Z,,Onset,Hobo pendant,379.0,,,
1529,,2015-07-10T10:15:00Z,Sensor255,2014-09-26T11:00:00Z,,Onset,Hobo pendant,379.0,,,
1530,,2015-03-25T22:06:00Z,Sensor1370,2014-09-26T15:48:00Z,,RWE,Interior motion detector,379.0,,,
1531,,2014-09-26T10:30:00Z,Sensor248,2014-02-08T06:00:00Z,,Onset,Hobo U12,382.0,,,
1532,,2015-07-10T10:00:00Z,Sensor249,2014-09-26T11:00:00Z,,Onset,Hobo U12,382.0,,,
1533,,2014-09-26T10:30:00Z,Sensor246,2014-02-08T06:00:00Z,,Onset,Hobo U12,383.0,,,
1534,,2015-07-10T10:00:00Z,Sensor247,2014-09-26T11:00:00Z,,Onset,Hobo U12,383.0,,,
1535,,2014-09-26T10:45:00Z,Sensor250,2014-02-08T06:00:00Z,,Onset,Hobo pendant,384.0,,,
1536,,2015-07-10T10:15:00Z,Sensor251,2014-09-26T11:00:00Z,,Onset,Hobo pendant,384.0,,,
1537,,2014-09-26T10:45:00Z,Sensor252,2014-02-08T06:00:00Z,,Onset,Hobo pendant,385.0,,,
1538,,2015-07-10T10:15:00Z,Sensor253,2014-09-26T11:00:00Z,,Onset,Hobo pendant,385.0,,,
1539,,2015-04-28T13:32:00Z,Sensor1369,2014-09-26T15:48:00Z,,RWE,Interior motion detector,386.0,,,
1540,,2014-07-28T22:30:01Z,Sensor871,2014-02-08T06:00:01Z,,Maxim,iButton,,,243.0,
1541,,2015-02-06T14:00:01Z,Sensor872,2014-08-21T14:00:01Z,,Maxim,iButton,,,243.0,
1542,,2015-07-13T14:30:01Z,Sensor873,2015-02-06T14:00:01Z,,Maxim,iButton,,,243.0,
1543,,2014-07-28T22:30:01Z,Sensor874,2014-02-08T06:00:01Z,,Maxim,iButton,,,244.0,
1544,,2015-02-06T14:00:01Z,Sensor875,2014-08-21T14:00:01Z,,Maxim,iButton,,,244.0,
1545,,2015-07-13T14:30:01Z,Sensor876,2015-02-06T14:00:01Z,,Maxim,iButton,,,244.0,
1546,,2014-07-28T22:30:01Z,Sensor866,2014-02-08T06:00:01Z,,Maxim,iButton,,,245.0,
1547,,2015-02-06T14:00:01Z,Sensor867,2014-08-21T14:00:01Z,,Maxim,iButton,,,245.0,
1548,,2015-07-13T14:30:01Z,Sensor868,2015-02-06T14:00:01Z,,Maxim,iButton,,,245.0,
1549,,2014-07-28T22:30:01Z,Sensor869,2014-02-08T06:00:01Z,,Maxim,iButton,,,246.0,
1550,,2015-02-08T04:30:01Z,Sensor870,2014-08-21T14:00:01Z,,Maxim,iButton,,,246.0,
1551,,2014-07-28T22:30:01Z,Sensor877,2014-02-08T06:00:01Z,,Maxim,iButton,,,247.0,
1552,,2015-02-06T14:00:01Z,Sensor878,2014-08-21T14:00:01Z,,Maxim,iButton,,,247.0,
1553,,2015-07-13T14:00:01Z,Sensor879,2015-02-06T14:00:01Z,,Maxim,iButton,,,247.0,
1554,,2014-07-28T22:30:01Z,Sensor858,2014-02-08T06:00:01Z,,Maxim,iButton,,,248.0,
1555,,2015-02-06T14:00:01Z,Sensor859,2014-08-21T14:00:01Z,,Maxim,iButton,,,248.0,
1556,,2015-07-13T14:00:01Z,Sensor860,2015-02-06T14:00:01Z,,Maxim,iButton,,,248.0,
1557,,2014-07-28T22:30:01Z,Sensor855,2014-02-08T06:00:01Z,,Maxim,iButton,,,249.0,
1558,,2015-02-06T14:00:01Z,Sensor856,2014-08-21T14:00:01Z,,Maxim,iButton,,,249.0,
1559,,2015-07-13T14:00:01Z,Sensor857,2015-02-06T14:00:01Z,,Maxim,iButton,,,249.0,
1560,,2014-07-28T22:30:01Z,Sensor861,2014-02-08T06:00:01Z,,Maxim,iButton,,,250.0,
1561,,2015-02-08T04:30:01Z,Sensor862,2014-08-21T14:00:01Z,,Maxim,iButton,,,250.0,
1562,,2014-07-28T22:30:01Z,Sensor863,2014-02-08T06:00:01Z,,Maxim,iButton,,,251.0,
1563,,2015-02-06T14:00:01Z,Sensor864,2014-08-21T14:00:01Z,,Maxim,iButton,,,251.0,
1564,,2015-07-13T14:30:01Z,Sensor865,2015-02-06T14:00:01Z,,Maxim,iButton,,,251.0,
1565,,2015-04-28T08:59:00Z,Sensor1427,2014-09-26T17:13:00Z,,RWE,Contact sensor,,,,19.0
1566,,2015-04-26T19:46:00Z,Sensor1428,2014-09-26T17:09:00Z,,RWE,Contact sensor,,,,19.0
